6	"Catalina, Iugurtha, Historiarum fragmenta selecta C. Sallusti Crispi. Appendix Sallustiana"
6	"Children of Heracles ; Hippolytus ; Andromache ; Hecuba"
6	"Cicero XX"
6	"Cicero in Twenty-Eight Volumes 20"
6	"Cicero's three books of offices or moral duties: also his Cato Major, an essay on old age ; Laelius, an essay on friendship ; paradoxes ; Scipio's dream ; and Letter to Quintus on the duties of a magistrate"
6	"Collection de Médecins Grecs et Latins"
6	"Cornelli Taciti opera minora"
6	"Cypriani Galli poetae Heptateuchos"
6	"De Bospori Navigatione quae supersunt"
6	"De animalium natura libri 17 Vol II Varia historia, Epistolae fragmenta Accedunt rei accipitrariae scriptores Demetrii Pepagomeni Cynosophium. Georgii Pisidae Hexaëmeron, Fragmentum Herculanense"
6	"De inventione; De optimo genere oratorum; Topica"
6	"Declamationes quae exstant duae"
6	"Demosthenes With an English translation Vol III Against Meidias, Androtion, Aristocrates, Timocrates, Aristogeiton, (Orations XXI-XXVI)"
6	"Dionysiou Vyzantiou Anaplous Vosporou"
6	"Epigrammata"
6	"Erotici scriptores Graeci Vol II"
6	"Erotikon logon syngrapheis Tomus Alter"
6	"Euripides Children of Heracles; Hippolytus ; Andromache ; Hecuba"
6	"Euripides Cyclops; Alcestis; Medea"
6	"Euripidis Tragoediae Volumen III Euripidis Perditarum Traegoediarum Fragmenta"
6	"Fabulae Tomus II Supplices, Electra, Heracles, Troades, Iphigenia in Tauris, Ion"
6	"Fausti Reiensis praeter sermones pseudo-eusebianos opera"
6	"Horace for English readers being a translation of the poems of Quintus Horatius Flaccus into English prose"
6	"Horace the Odes and Epodes"
6	"Imperatoris Caesaris Augusti Operum fragmenta"
6	"LCL 154"
6	"LCL 256"
6	"LCL 337"
6	"LCL 69"
6	"Libanii Opera Vol I Fasc. II Orationes VI-XI"
6	"Loeb classical library 387"
6	"Loeb classical library ; 12"
6	"Loeb classical library ; 484"
6	"Loeb classical library ; LCL 484"
6	"Luciferi Calaritani Opuscula"
6	"Martial epigrams Vol 2 Book VIII-Book XIV"
6	"Morris and Morgan's Latin series"
6	"Mythographi graeci Vol 1 Apollodori Bibliotheca, Pediasmi Libellus De Duodecim Herculis Laboribus"
6	"Nicephori Archiepiscopi Constantinopolitani Opuscula historica."
6	"Opuscules philosophiques (Du dieu de Socrate, Platon et sa doctrine, Du monde) et fragments"
6	"Ovid with an English translation: Tristia Ex Ponto"
6	"P. Ovidius Naso ex Iterata R. Merkelii Recognitione Vol. III."
6	"Philostratus, Imagines Callistratus, Descriptions"
6	"Plautus Volume IV"
6	"Plutarch's Moralia Vol XIII Part I"
6	"Plutarch's Moralia Vol XIII Part II"
6	"Plutarchi Chaeronensis Moralia Vol IV"
6	"Plutarchi Moralia Vol. 6-Part II"
6	"Prudentius Vol 2"
6	"Publii Terentii Comoediae sex"
6	"Q. Horati Flacci Carmina"
6	"Quinti Horati Flacci opera"
6	"Quod fertur Commentum Terenti Accedunt Eugraphi Commentum Et Scholia Bembina Volumen III Pars Prior Evgraphi Commentum Continens"
6	"Sancti Aurelii Augustini Opera Sect VI Pars I De utilitate credendi, De duabus animabus, Contra Fortunatum Manichaeum, Contra Adimantum, Contra epistulam fundamenti, Contra Faustum"
6	"Scripta quae manserunt omnia Pars I Opera Rhetorica Vol II"
6	"Scripta quae manserunt omnia Partis III Vol. II"
6	"Scriptores metrici graeci Vol 1 Hephaestionis De metris enchiridion et De poemate libellus, cum scholiis et Trichae Epitomis, adjecta Procli Chrestomathis grammatica"
6	"Seneca's morals by way of abstract to which is added a discourse under the title of an introduction"
6	"Six dialogues of Lucian"
6	"Skolia Attributed to the Sages"
6	"The Greek anthology Vol I The Proems of the Different Anthologies Book IV"
6	"The Loeb classical library 154"
6	"The Loeb classical library [from old catalog]"
6	"The Speeches of Aeschines"
6	"The discourses of Epictetus with the Encheiridion and fragments"
6	"The life of Apollonius of Tyana the Epistles of Apollonius and the Treatise of Eusebius Vol II"
6	"The three literary letters (Ep. ad Ammaeum I, Ep. ad Pompeium, Ep. ad Ammaeum II)"
6	"Tragoediae. English &amp; Greek."
6	"احاديث الاشيب :::: احاديث القاضي الاشيب"
6	"الدعاء"
6	"الصحيفه السجاديه::::الصحيفه الكامله"
6	"المفضليات :::: ديوان المفضليات"
6	"تفسير القرآن :::: تفسير مجاهد"
6	"توحيد المفضل :::: كتاب التوحيد"
6	"حديث :::: حديث آدم بن ابي اياس العسقلاني"
6	"سيره عمر بن عبد العزيز"
6	"مسند ابي داود الطيالسي :::: مسند الطيالسي"
5	"A Théodore"
5	"Acronis et Porphyrionis Commentarii in Q. Horatium Flaccum Vol 1"
5	"Aeschines Orationes"
5	"Anthologia lyrica Volume IV Poetae Melici, Monodia"
5	"Archimède Tome III Des corps flottants, stomachion, la méthode, le livre des lemmes, le problème des boeufs"
5	"Aristophanis Comoedias Vol I."
5	"Aristoxenus von Tarent Melik und Rhythmik des Classischen Hellenenthums II. Band"
5	"C. Ivli Caesaris Commentariorvm pars prior qva continentvr Libri III De bello civili, cvm libris incertorvm avctorvm de bello alexandrino africo hispaniensi"
5	"C. Juli Caesaris Commentariorum pars prior qua continentur Libri III De bello civili, cum libris incertorum auctorum de bello alexandrino africo hispaniensi"
5	"Carmina cum frangmentis selectis"
5	"De ostentis"
5	"Epictetus the discourses as reported by Arrian, the manual, and fragments Volume 2"
5	"Epicuri epistulae tres et ratae sententiae a Laertio Diogene servatae Accedit Gnomologium Epicureum Vaticanum"
5	"Epinicia"
5	"Epistola ad Theodorum."
5	"Epitomae De Tito Livio Bellorum Ominum Annorum"
5	"Epitomae de Tito Livio bellorvm omnivm annorvm DCC libri dvo"
5	"Epitome Bell. Omn. Ann. DCC"
5	"Epitome de T. Livio"
5	"Epitome of Roman History"
5	"Eustratii et Michaelis et anonyma in ethica Nicomachea commentaria"
5	"Fabii Planciadis Fulgentii v. c. Opera accedunt Fabii Claudii Gordiani Fulgentii v. c. De aetaibus mundi et hominis et S. Fulgentii Episcopi Super Thebaiden"
5	"Flavii Philostrati Opera Volume I"
5	"Funeral eulogies upon military men"
5	"Germanici Caesaris Aratea Accedunt Epigrammata"
5	"Greek melic poets"
5	"Heronis Alexandrini Opera quae supersunt omnia Vol 1 Pneumatica et Automata"
5	"Historici Graeci minores Vol II"
5	"L. Caeli Firmiani Lactanti Opera omnia Pars II, Fasc I Libri De opificio Dei et De ira Dei ; Carmina ; Fragmenta ; Vetera de Lactantio testimonia"
5	"LCL 136"
5	"Libanii Opera Vol I Fasc. I Orationes I-V"
5	"Liber de ostentis et calendaria graeca omnia"
5	"Loeb Classial Library"
5	"M. Tullii Ciceronis Opera philosopha et politica Vol II"
5	"Opuscula historica"
5	"Orationum Ciceronis quinque enarratio. English &amp; Latin"
5	"Orationvm Ciceronis qvinqve enarratio"
5	"P. Optatiani Porfyrii Carmina"
5	"Pindari Carmina cum fragmentis selectis"
5	"Poetae lyrici Graeci Collegit Theodorus Bergk Part I, Vol I Pindari Carmina"
5	"Sancti Aureli Augustini Opera Sectio VIII, Pars II De perfectione ivstitiae hominis, De gestis Pelagii, De gratia Christi et de peccato originali libri dvo, De nvptiis et concvpiscentia ad Valerivm comitem libri dvo"
5	"Scripta Minora"
5	"Scripta quae manserunt omnia Partis II, Vol I"
5	"Scripta quae manserunt omnia Partis IV Vol. II"
5	"Scriptorum classicorum biblioteca oxoniensis. [Script. lat.]"
5	"Siegesgesänge und Fragmente"
5	"Statius Volume I"
5	"Statius Volume II"
5	"Sulpicii Severi libri qui supersunt"
5	"The Loeb classical library [Greek authors]"
5	"The complete Greek drama all the extant tragedies of Aeschylus, Sophocles and Euripides, and the comedies of Aristophanes and Menander, in a variety of translations Vol I"
5	"The orations of Marcus Tullius Cicero Vol 1 Orations for Quintius, Sextus Roscius, Quintus Roscius, against Quintus Cæcilius, and against Verres"
5	"The works of Apuleius, comprising the Metamorphoses, or Golden ass the God of Socrates, the Florida, and his Defence, or A discourse of magic. A new translation. To which are added, a metrical version of Cupid and Psyche, and, Mrs. Tighe's Psyche, a poem in six cantos."
5	"Theriaca et Alexipharmaca"
5	"Ton palaion Thoukydidou, Platonos, Lysiou, Xenophontos, epitaphioi"
5	"الجامع في الحديث"
5	"الفرائض"
5	"المسند"
5	"كتاب الخراج"
5	"مجاز القرآن"
4	"Alexander von Tralles I. Band"
4	"Alexandri Scripta Minora Reliqua"
4	"Apulei Madaurensis Opuscula quae sunt de philosophia"
4	"Apulei Platonici Madaurensis De Philosophia Libri"
4	"Archimède Tome II Des spirales, de l'équilibre des figures planes, l'arénaire, la quadrature de la parabole"
4	"Autolyci De sphaera quae movetur liber De Ortibus et Occasibus Libri Duo"
4	"Bibliotheca scriptorum Graecorum et Romanorum Teubneriana : [Scriptores Romani]"
4	"Bibliotheca scriptorum Graecorum et Romanorum Teubneriana. [S. g.] [from old catalog]"
4	"Bibliotheca scriptorum Graecorum et Romanorum Teubneriana. [Scriptores Romani]"
4	"Bibliotheca scriptorum Graecorum et Romanorum Teubneriana: [Scriptores Romani]"
4	"Brutus, Orator"
4	"Carmen astrologicum"
4	"Carmina Duodecim Sapientum"
4	"Catilinae coniuratio Bellum Iugurthinum. Orationes et epistulae excerptae de historiis. Epistulae ad Caesarem senem"
4	"Cicero XIX"
4	"Cicero on oratory and orators, with his letters to Quintus and Brutus"
4	"Cicero's essays on old age and friendship and Cicero's Oration for Milo"
4	"Compendium of Roman history Res Gestae divi Augusti"
4	"Cornelii Taciti libri qui supersunt Tomus Posterior Historias et Libros Minores Continens"
4	"Damianos Schrift über Optik"
4	"De Caesaribus"
4	"De natura deorum; Academica"
4	"De re rustica. English and Latin"
4	"Demosthenes With an English translation Vol 7 Funeral speech (Oration LX). Erotic essay. (Oration LXI), Exordia and Letters"
4	"Dinarchi Orationes adiectis Demadis qui fertur fragmentis 'Uper tes dodekaetias"
4	"Diophanti Alexandrini Opera omnia cum graecis commentariis Volume I"
4	"Dissertationes ab Arriano digestae ad fidem codicis Bodleiani recensuit Henricus Schenkl"
4	"Dorothei Sidonii Carmen astrologicum interpretationem Arabicam in linguam Anglicam versam una cum Dorothei fragmentis et Graecis et Latinis"
4	"Eisagōgē eis ta phainomena"
4	"Enquiry into plants and minor works on odours and weather signs Vol 2"
4	"Epistles"
4	"Epistolae ad familiares. English and Latin."
4	"Epistolae. Latin."
4	"Epistulae"
4	"Epistulae ad familiares"
4	"Euclidis Opera omnia Vol IV"
4	"Factorum et dictorum memorabilium libri novem cum Iulii Paridis et Ianuarii Nepotiani epitomis"
4	"Fragmenta De Mensuris Porrectis et Quadratis"
4	"Gemini Elementa astronomiae"
4	"Geminon Eisagōgē eis ta phainomena"
4	"Herondae Mimiambi accedunt Phoenicis Coronistae, Mattii Mimiamborvm fragmenta"
4	"Historia Romana"
4	"Historiae Romanae"
4	"L. Annaei Senecae Oratorum et rhetorum sententiae, divisiones, colores"
4	"LCL 268"
4	"Latin School Series"
4	"Liber de Caesaribus"
4	"Lives of the Sophists"
4	"Martial epigrams"
4	"Menandri Sententiae"
4	"Menandri Sententiae Comparatio Menandri et Philistionis"
4	"Menandrou gnōmai"
4	"Mimiambi"
4	"On the nature of the gods; On divination; On fate; On the republic; On the laws; and On standing for the consulship"
4	"Opuscula"
4	"Opuscula Tria"
4	"Orationes Volume III"
4	"Oratorum et rhetorum sententiae, divisiones, colores"
4	"Oxford Classical Text Series"
4	"Philostratus and Eunapius the lives of the Sophists"
4	"Plato in twelve volumes Volume 2 Laches ; Protagoras ; Meno ; Euthydemus"
4	"Plato in twelve volumes: with an English translation Timaeus, Critias, Cleitophon, Menexenus [and] Epistles. Vol 9"
4	"Plutarch's Moralia Vol XI"
4	"Plutarch's Moralia Vol XV Fragments"
4	"Poetae latini minores Volume 5"
4	"Res Rustica"
4	"Sancti Aurelii Augustini Opera Sect VI Pars II De natura boni, Epistula Secundini, Contra Secundinum Accedunt Evodii de fide contra Manichaeos et Commonitorium Augustini quod fertur"
4	"Scriptores physiognomonici graeci et latini Vol II"
4	"Sententiae"
4	"Sexti Aurelii Victoris Liber de Caesaribus Praecedunt De viris illustribus urbis Romae et liber Origo gentis Romanae, subsequitur Epitome de Caesaribus"
4	"Sexti Aurelii Victoris Liber de Caesaribus praecedunt, Origo gentis romanae et Liber de viris illustribus urbis Romae, subsequitur Epitome de Caesaribus"
4	"Sextis Aurelius Victoris Liber de Caesaribus Praecedunt Origo gentis Romanae et Liber De viris illustribus urbis Romae subsequitur Epitome de Caesaribus"
4	"The Art of Love in Three Books The remedy of love. The art of beauty. The court of love. The history of love &amp; amours."
4	"The Greek anthology Vol V"
4	"The Institutio oratoria of Quintilian"
4	"The Loeb Classical library"
4	"The Loeb classical library 268"
4	"The Loeb classical library. [Greek authors] Vol 21"
4	"The Stratagems, and the Aqueducts of Rome, with an English translation"
4	"The correspondence of Marcus Cornelius Fronto with Marcus Aurelius Antoninus Vol 1"
4	"The letters to his friends with an English translation Volume III Book XIII-Book XVI"
4	"The library"
4	"The odes of Pindar, including the principal fragments"
4	"The works of Flavius Josephus the learned and authentic Jewish historian, to which are added three dissertations concerning Jesus Christ, John the Baptist, James the Just, God's command to Abraham, etc."
4	"Twenty Eight Volumes of Cicero Number 19"
4	"Vitae sophistarum"
4	"Xenophon Anabasis Books IV-VIII and Symposium and Apology"
4	"Xenophontis Opera omnia Volume II Commentarii, Oeconomicus, Convivium, Apologia Socratis"
4	"Xenophontis opera omnia Tomus II Commentarii, Oeconomicus, Convivium, Apologia Socratis"
4	"al-Muwaṭṭaʾ"
4	"Œuvres spirituelles"
4	"احاديث ابن عيينه :::: جزء فيه احاديث سفيان بن عيينه"
4	"الامالي"
4	"الجمل في النحو"
4	"الخيل :::: كتاب الخيل"
4	"الرسالة"
4	"الرساله"
4	"القدر :::: كتاب القدر وما ورد في ذلك من الآثار"
4	"المغازي :::: مغازي الواقدي"
4	"مسند الحميدي"
3	"Ab urbe condita libri Book XXXXV and Fragments"
3	"Anicii Manlii Torquati Severini Boetii De institutione arithmetica libri duo De institutione musica libri quinque. Accedit geometria quae fertur Boetii"
3	"Anthologia lyrica Volume II"
3	"Aphthonii Progymnasmata accedunt anonymi aegyptiaci, sopatri, aliorum fragmenta"
3	"Apotelesmaticorum qui feruntur libri VI accedunt Dorothei et Annubionis fragmenta astrologica."
3	"Archimède Tome I De la sphère et du cylindre. La mesure du cercle. Sur les conoïdes et les sphéroïdes."
3	"Archimède Tome IV Commentaires d'Eutocius et fragments"
3	"Aristotelis De animalium motione et De animalium incessu"
3	"Aristotle in twenty-three volumes. Volume 18"
3	"Bohn's Libraries"
3	"C. Mvsonii Rvfi reliquiae"
3	"C. Sallusti Crispi Catilina, Iugurtha, Framenta ampliora"
3	"Carmina: Oden und Epoden"
3	"Censorini De die natali liber"
3	"Claudiani Mamerti opera"
3	"Constitution of Athens"
3	"Cornelii Taciti opera minora"
3	"Corpus poetarum epicorum graecorum Vol VII Manethoniana"
3	"Cratylus : Parmenides ; Greater Hippias ; Lesser Hippias"
3	"De die natali"
3	"Demosthenes Olynthiacs I-III"
3	"Elegiae"
3	"Elements of ethics. German"
3	"Epigrams in Fifteen Books"
3	"Epistola ad Corinthios I"
3	"Epistola ad Corinthios II"
3	"Epistola ad Philippenses"
3	"Epistolae"
3	"Epitome rerum Romanarum"
3	"Euclidis Opera omnia Vol V"
3	"Hellenica Oxyrhynchia"
3	"Heronis Alexandrini Opera quae supersunt omnia Vol 2-Fasc I Mechanica et Catoptrica"
3	"Hierokles Ethische Elementarlehre (Papyrus 9780) Nebst den bei Stobäus erhaltenen Ethischen Exzerpten aus Hierokles"
3	"Kitāb al-kharāj"
3	"Kitāb al-ʻAyn"
3	"Loeb Classical Library 167"
3	"Loeb classical library 166"
3	"Loeb classical library 398"
3	"M. Tulli Ciceronis scripta quae manserunt omnia Fasc. 47 Cata Maior, Laelius, De Gloria"
3	"M. Tullii Ciceronis Opera philosopha et politica Vol I"
3	"M.Tulli Ciceronis Scripta quae manserunt omnia Fasc. 46 De Divinatione, De Fato, Timaeus"
3	"Maximi et Ammonis carminum De actionum auspiciis reliquiae Accedunt Anecdota astrologica"
3	"Michaelis Ephesii in libros de partibus animalium, de animalium motione, de animalium incessu commentaria"
3	"Moral essays Vol 3"
3	"Octavius"
3	"Opera minora"
3	"Oresteia. English"
3	"P. Ovidius Naso Vol. III. Fasc. 1"
3	"P. Vergili Maronis opera"
3	"Plato in twelve volumes: with an English translation Vol 1 Euthyphro, Apology, Crito, Phaedo, Phaedrus"
3	"Plutarchi Moralia Vol. 4"
3	"Plutarchi Moralia Volume 5-Part III"
3	"Plutarchi Moralia Volume 6, Part III"
3	"Plutarchi Moralia, Vol. 4"
3	"Poems and letters Vol I"
3	"Priscilliani quae supersunt Accedit Orosii Commonitorium de errore Priscillianistarum et Origenistarum"
3	"Publilii Optatiani Porfyrii Carmina"
3	"Quod fertur Commentum Terenti Accedunt Eugraphi Commentum Et Scholia Bembina Volumen I"
3	"Quod fertur Commentum Terenti Accedunt Eugraphi Commentum Et Scholia Bembina Volumen II"
3	"Salviani presbyteri Massiliensis opera omnia"
3	"Sancti Aurelii Augustini Opera Sect I Pars III Contra academicos libri tres; De beate vita liber unus, De ordine libri duo."
3	"Sancti Aurelii Augustini Opera Sect III Pars I De Genesi ad litteram libri duodecim.; De Genesi ad litteram inperfectus liber. Locutionum in Heptateuchum libri septem"
3	"Sancti Aurelii Augustini Scripta contra Donatistas Opera Sectio 7, Pars 1 Psalmus contra partem Donati; Contra epistulam Parmeniani libri tres; De baptismo libri septem"
3	"Sancti Aurelii Augustini Scripta contra Donatistas Opera Sectio 7, Pars 2 Contra litteras Petiliani libri tres, epistula ad catholicos de secta Donatistarum, contra Cresconium libri quattuor"
3	"Sancti Aurelii Augustini Scripta contra Donatistas Opera Sectio 7, Pars 3 Liber de unico baptismo, Breviculus collationis com Donatistis, Contra partem Donati post gesta, Sermo ad Caesariensis ecclesiae plebem, Gesta cum emerito Donatistarum episcopo, Contra gaudentium Donatistarum episcopum libri II"
3	"Scripta quae manserunt omnia Partis III Vol. I"
3	"Scripta quae manserunt omnia Partis IV Vol. I"
3	"Scytharum colloquia quae inscribuntur Toxaris, Scytha, Anacharsis cum scholiis"
3	"Strategematon libri octo"
3	"T. Livi. Ab urbe condita libri Zehnter Band Zweites Heft Buch XXXXV und Fragmente"
3	"Tertullian, Apology, De spectaculis"
3	"The Academic questions treatise De finibus and Tusculan disputations of M. R. Cicero, with a sketch of the Greek philosophers mentioned by Cicero"
3	"The Apostolic fathers Volume 1"
3	"The Athenian constitution the Eudemian ethics; On virtues and vices"
3	"The Bucolics, Æneid, and Georgics of Virgil"
3	"The Germania and Agricola and also, Selections from the Annals of Tacitus"
3	"The Loeb classical library. Latin authors"
3	"The Loeb classical library. [Greek authors]"
3	"The Loeb classical library. [Greek authors] Vol 20"
3	"The Metaphysics Vol II"
3	"The Oresteia of Aeschylus"
3	"The correspondence of M. Tullius Cicero arranged according to its chronological order; with a revision of the text, a commentary, and introductory essays Vol VI"
3	"Thebais et Achilleis"
3	"Three tragedies: Hercules Furens, Troades, Medea"
3	"Tibulls Elegien"
3	"Victoris episcopi Vitensis Historia persecutionis Africanae provinciae"
3	"Vitae Patrum Sive Historiae Eremiticae Libri Decem Appendix ad Monumenta Sex Priorum Ecclesia Saeculorum Book IV Excerpta Ex Severo Sulpicio Et Cassiano"
3	"Xenophontis Opera omnia Volume II Oeconomicus, Convivium, Apologia Socratis"
3	"al-Muṣannaf"
3	"al-Risālah"
3	"أمثال العرب"
3	"احكام القرآن"
3	"الأمثال"
3	"الادب الصغير"
3	"الاصل في الفروع"
3	"السيرة النبوية"
3	"الشاء"
3	"القوافي"
3	"المغازي"
3	"المفضليات"
3	"الموطأ :::: قطعه من كتاب الموطأ::::موطأ مالك"
3	"الموطأ::::الموطأ بروايه يحيى بن يحيى الليثي :::: موطأ مالك"
3	"الناسخ والمنسوخ"
3	"الناسخ والمنسوخ في كتاب الله تعالى"
3	"امثال العرب"
3	"تفسير القرآن"
3	"تفسير يحيى بن سلام::::تفسير ابن سلام :::: تفسير القرآن الكريم"
3	"جمهرة أشعار العرب"
3	"جمهرة أنساب العرب"
3	"جمهره النسب"
3	"خلق الانسان"
3	"ديوان لبيد"
3	"صحيفه همام بن منبه"
3	"مجالس ابن القاسم"
3	"مسند أبي داود الطيالسي"
3	"منتخب الكلام في تفسير الأحلام"
3	"نسب معد واليمن الكبير"
2	"A. Cornelii Celsi quae supersunt"
2	"A. Persi Flacci et D. Ivni Ivvenalis Satvrae"
2	"AG 5.86"
2	"AP 5.86"
2	"Academicorum reliquiae cum Lucullo"
2	"Aelii Dionysii et Pausaniae Atticistarum fragmenta"
2	"Ailiou Dionysiou kai Pausaniou onomata Attika"
2	"Alexander von Tralles II. Band"
2	"Ammonii qvi dicitvr Liber de adfinivm vocabvlorvm differentia"
2	"Anaphoricus"
2	"Apicii librorum x qui dicuntur De re coquinaria quae extant"
2	"Appendix Sallustiana Fasc 2 Invectivae"
2	"Aristarchs Homerische Textkritik nach den Fragmenten des Didymos Zweiter Theil Studien zur Beurtheilung der Homerkritik Aristarch's und seiner Gegner."
2	"Aristarchus of Samos, the ancient Copernicus a history of Greek astronomy to Aristarchus, together with Aristarchus's Treatise on the sizes and distances of the sun and moon"
2	"Aristoteles Topica cum Liber De sophisticis elenchis"
2	"Aristotelis Ethica Eudemia Eudemi Rhodii ethica; adiecto De virtutibus et vitiis libello"
2	"Aristotle: The poetics. "Longinus": On the sublime. Demetrius: On style."
2	"Arrian Vol II"
2	"Arrian's Anabasis of Alexander and Indica"
2	"Aureli Augustini Hipponensis episcopi Liber qui appellatur Speculum et Liber de divinis scripturis sive Speculum quod fertur S. Augustini."
2	"Babrii Fabulae Aesopeae"
2	"Bacchylides The poems and fragments"
2	"Bibliotheca scriptorum Graecorum et Eomanorum Teubneriana [Scriptores Romani;"
2	"Bohn's classical library Vol. 47"
2	"Bucolica et Georgica"
2	"C. Iuli Caesaris Commentariorum pars prior qua continentur libri VII De bello gallico cum A. Hirti supplemento"
2	"C. Iulii Caesaris Commentarii de bello gallico"
2	"C. Plini Caecili Secundi Epistularum libri novem, Epistularum ad Traianum liber, Panegyricus"
2	"C. Plini Caecili Secundi epistularum libri novem Epistularum ad Traianum Liber, Panegyricus"
2	"C. Plini Caecili Secundi epistularum libri novem, Epistularum ad Traianum liber, Panegyricus"
2	"C. Sollius Apollinaris Sidonius"
2	"Categoriae et Liber de interpretatione"
2	"Cato maior de senectute, Laelius de amicitia"
2	"Claudii Ptolemaei Opera quae exstant omnia Volumen III, Part II De judicandi facultate et animi principatu, Fructus sive centiloquium"
2	"Commodiani Carmina"
2	"Convivium Phaedrus"
2	"Corpus Poetarum Latinorum Vol 2"
2	"Corpus iuris civilis Volumen Primum"
2	"Corpus scriptorum ecclesiasticorum Latinorum Volume 3, Part I"
2	"Cratylus et Theaetetus"
2	"Damascii Successoris Dubitationes et Solutiones De primis Principiis, in Platonis Parmenidem, Pars Prior-Pars Altera"
2	"De Beneficiis, De Clementia Libri VII"
2	"De adfinium vocabulorum differentia"
2	"De bello peloponnesiaco libri octo Graece et latine Volumen Primum Book I"
2	"De divenatione. De fato. Latin."
2	"De incessu animalium"
2	"De lingua latina libri Accedunt Grammaticorum Varronis Librorum Fragmenta"
2	"De medicina. Latin."
2	"De re coquinaria"
2	"De re publica; De legibus"
2	"De verborum significatione. Latin."
2	"De verborum significatu quae supersunt cum Pauli epitome"
2	"Demosthenes With an English translation Vol 2 Vol 2: De Corona, De Falsa Legatione (Orationes XVIII, XIX)"
2	"Demosthenis orationes, Tomus III Orationes XLI-LXI. Prooemia. Epistulae"
2	"Des Hypsikles Schrift Anaphorikos nach Überlieferung und Inhalt kritisch behandelt"
2	"Die Satiren und Briefe"
2	"Die Satiren und Briefe des Horaz"
2	"Digestorum artis mulomedicine libri"
2	"Dio's Annals of Rome Volume I"
2	"Dionis Prusaensis quem vocant Chrysostomum quae extant omnia Vol. 2"
2	"Dionysii Halicarnasei Opuscula Volume Two Fasc I"
2	"Dracontii Carmina minora plurima inedita ex codice neapolitano"
2	"Eclogae et Georgica"
2	"Epigrams of the Planudean Anthology Not in the Pallatine Manuscript Book XVI"
2	"Epistulae ex Ponto. English"
2	"Epitome rerum Romanarum. Latin."
2	"Erotiani vocum Hippocraticarum collectio cum fragmentis"
2	"Euclidis Opera omnia Vol 1"
2	"Euclidis Opera omnia Vol II"
2	"Euclidis Opera omnia Vol III"
2	"Eugippi Opera Pars I"
2	"Eusebii Caesariensis Opera Vol IV Historiae Ecclesiasticae Libri I-X"
2	"Fabulae"
2	"Fabulae Aesopiae"
2	"Facta et Dicta Memorabilia"
2	"Futūḥ al-Shām"
2	"Geographical works"
2	"Gorgias, Meno"
2	"Harpocration et Moeris"
2	"Heronis Alexandrini Opera quae supersunt omnia Vol 3 Rationes dimetiendi et Commentatio dioptrica"
2	"Heronis Alexandrini opera quae supersunt omnia Vol 3 Rationes dimetiendi et Commentatio dioptrica"
2	"Historiarum adversum paganos libri VII Accedit eiusdem Liber apologeticus"
2	"History of the Peloponnesian War"
2	"History of the Peloponnesian War. Latin &amp; Greek. 1588"
2	"Homeri Opera"
2	"Horace Odes and epodes"
2	"Hypotyposis astronomicarum positionum. German &amp; Greek"
2	"Hypotypōsis astronomicarum positionum"
2	"Hypotypōsis tōn astronomikōn hypotheseōn"
2	"In Ciceronem et invicem invectivae"
2	"Iordanis Romana et Gethica"
2	"Kitāb al-jihād"
2	"Kitāb al-khayl"
2	"Kitāb al-riddah"
2	"L. Caeli Firmiani Lactanti Opera omnia Pars I Divinae institutiones et Epitome divinarum institutionum"
2	"Lake classical series"
2	"Libellus de sublimitate Dionysio Longino fere adscriptus accedunt excerpta quaedam e Cassii Longini operibvs"
2	"Lycurgi Oratio in Leocratem cum ceterarum Lycurgi orationum fragmentis"
2	"Lysis ; Symposium ; Gorgias"
2	"M. Minucii Felicis Octavius Iulii Firmici Materni Liber de errore profanarum religionum"
2	"M. Tulli Ciceronis Scripta Quae Manserunt Omnia Fasc. 42 Academicorum reliquiae cum Lucullo"
2	"M. Tullii Ciceronis De divinatione libri duo; libri de fato quae manserunt"
2	"M. Tullii Ciceronis De officiis ad Marcum filium libri tres, Paradoxa stoicorum, Timaeus"
2	"Macrobius"
2	"Marche des animaux Mouvement des animaux"
2	"Maʻānī al-Qurʾān"
2	"Mouvement des animaux"
2	"Musa Puerilis Book XII"
2	"Muwaṭṭaʼ al-Imām Mālik"
2	"Mythographi graeci Vol 2"
2	"Mythographi graeci Vol 2, Fasc. I Supplem."
2	"Nicephori Basilacae Orationes et epistolae"
2	"Odes"
2	"On agriculture and trees Volume III Res Rustica X-XII De Arboribus"
2	"Opera quae supersunt omnia"
2	"Oratio in Leocratem"
2	"Orationes et epistolae"
2	"Orations"
2	"P. Ovidius Naso Vol. III. Fasc. II."
2	"P. Vergili Maronis Opera Volume 1 Bucolica et Georgica"
2	"Palladii Rutilii Tauri Aemiliani viri inlustris Opus agriculturae"
2	"Phaedri Augvsti Liberti Fabulae Aesopiae"
2	"Planudean Appendix"
2	"Plato in twelve volumes: with an English translation Vol 1"
2	"Platonis Cratylus et Theaetetus"
2	"Platonis Gorgias Meno"
2	"Platonis Opera Vol V"
2	"Platonis Timaeus"
2	"Platonis convivium Phaedrus"
2	"Plinii Secundi quae fertur una cum Gargilii Martialis Medicina"
2	"Poetae latini minores Volume IV Anthologia Latina XII Sapientes XII-Polysticha"
2	"Pompei Trogi Fragmenta"
2	"Pro Milone"
2	"Pro Milone. Latin."
2	"Procli Diadochi Hypotyposis astronomicarum positionum"
2	"Proklou Diadochou Hypotyposis tōn astronomikōn hypotheseōn"
